MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
3.8456,35.0,5.461346633416459,0.9576059850374065,1154.0,2.8778054862842892,37.96,-122.05,1.598
4.6808,24.0,5.258479532163743,1.0257309941520467,1928.0,2.254970760233918,33.65,-117.9,2.455
6.6257,39.0,5.54177897574124,1.0269541778975741,939.0,2.5309973045822103,34.46,-119.19,4.276
2.1522,31.0,5.5422343324250685,1.2098092643051772,1097.0,2.989100817438692,34.94,-117.19,0.608
6.2971,13.0,6.25,1.0069444444444444,1799.0,3.123263888888889,34.42,-118.43,2.183
4.9115,31.0,5.231578947368421,0.9596491228070175,1895.0,3.324561403508772,33.84,-117.99,2.555
2.8326,11.0,4.560148056755089,1.107958050586058,3841.0,2.3695249845774216,34.1,-117.68,1.63
3.5208,49.0,4.697368421052632,1.0157894736842106,1267.0,3.3342105263157893,34.43,-119.68,2.512
2.0952,27.0,3.412903225806452,1.0258064516129033,193.0,1.2451612903225806,33.76,-118.08,0.713
5.6629,33.0,5.556053811659193,1.0246636771300448,1567.0,3.513452914798206,34.23,-118.42,1.867
3.2048,33.0,4.229067930489731,1.0173775671406002,1469.0,2.320695102685624,37.36,-121.99,2.618
2.89,43.0,5.221238938053097,1.0420353982300885,1041.0,2.3030973451327434,38.57,-121.52,0.862
2.0677,29.0,3.7614107883817427,1.0394190871369295,1170.0,2.4273858921161824,33.79,-117.96,2.145
2.3159,13.0,4.1274060494958755,1.0421631530705775,3094.0,2.835930339138405,33.16,-117.2,0.916
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,3.235
3.5051,17.0,3.9865513928914504,1.1027857829010568,1808.0,1.7367915465898174,34.16,-118.37,2.324
7.0001,26.0,6.960164835164835,1.0302197802197801,1996.0,2.741758241758242,37.46,-122.26,5.00001
2.8472,27.0,12.32,2.993333333333333,396.0,2.64,40.16,-123.22,0.413
1.4103,41.0,4.348958333333333,1.0833333333333333,707.0,3.6822916666666665,33.95,-118.28,0.862
5.7157,26.0,6.292631578947368,1.0084210526315789,1596.0,3.36,33.75,-118.02,2.312
3.25,37.0,4.6689655172413795,1.0103448275862068,753.0,2.5965517241379312,35.29,-120.68,2.25
3.8625,30.0,4.786026200873362,1.0087336244541485,741.0,3.2358078602620086,34.21,-119.18,2.347
2.7955,22.0,5.3197781885397415,1.1072088724584104,1362.0,2.5175600739371533,38.66,-121.36,0.965
2.6094,19.0,14.740437158469945,3.3333333333333335,981.0,2.680327868852459,34.26,-116.85,0.924
4.0614,8.0,4.6725888324873095,1.0380710659898478,1243.0,3.1548223350253806,34.05,-117.72,1.07
7.3841,40.0,6.698412698412699,1.0,158.0,2.507936507936508,37.65,-120.98,1.722
2.1836,24.0,3.1074380165289255,1.0611570247933884,2646.0,4.373553719008265,33.98,-118.18,1.62
4.7788,31.0,6.422932330827067,1.0018796992481203,1245.0,2.3402255639097747,32.79,-117.2,2.76
3.1781,23.0,4.926391382405745,1.0556552962298025,1493.0,2.680430879712747,38.34,-122.71,1.62
4.4583,44.0,5.813513513513514,1.1108108108108108,849.0,2.2945945945945945,37.55,-122.32,3.971
4.4777,16.0,4.434782608695652,0.9335038363171355,962.0,2.4603580562659846,34.43,-119.88,2.825
3.071,8.0,4.5962962962962965,1.0851851851851853,1427.0,2.6425925925925924,34.64,-120.47,1.204
4.5368,37.0,5.720250521920668,1.0521920668058455,1468.0,3.0647181628392484,33.94,-118.32,1.688
1.8937,21.0,3.7345299952763344,1.0826641473783656,4868.0,2.2994803967879074,32.8,-116.94,1.098
3.6823,30.0,4.3,0.990625,629.0,1.965625,34.14,-118.36,2.952
6.1419,26.0,7.032075471698113,1.079245283018868,1724.0,3.2528301886792454,34.23,-118.61,3.273
2.4659,17.0,9.747727272727273,2.0295454545454548,958.0,2.1772727272727272,33.74,-116.41,1.778
1.1875,52.0,3.3544303797468356,1.120253164556962,325.0,2.0569620253164556,37.64,-121.0,0.906
2.8594,22.0,4.715214564369311,1.071521456436931,1800.0,2.340702210663199,32.76,-117.01,1.896
5.0445,37.0,6.27319587628866,1.0257731958762886,552.0,2.845360824742268,37.96,-122.07,1.962
2.6495,27.0,5.363970588235294,1.0661764705882353,1338.0,2.4595588235294117,38.0,-121.3,1.162
4.9355,34.0,6.5625,1.0791666666666666,1392.0,2.9,34.25,-118.25,3.369
6.1076,26.0,6.134907251264756,0.93929173693086,1993.0,3.360876897133221,33.98,-117.84,2.212
2.0801,44.0,3.38989898989899,1.0383838383838384,1700.0,3.4343434343434343,37.78,-122.22,1.319
3.8472,33.0,5.033690658499235,0.9938744257274119,1783.0,2.7304747320061256,34.05,-118.15,2.933
3.4051,45.0,5.9459227467811155,1.0798283261802575,4715.0,4.047210300429184,37.81,-122.47,5.00001
3.8698,19.0,4.386243386243386,1.1296296296296295,648.0,1.7142857142857142,33.97,-118.46,5.00001
1.8571,31.0,3.4684684684684686,1.018018018018018,1079.0,2.43018018018018,38.63,-121.4,0.987
1.6006,52.0,4.427083333333333,1.0173611111111112,1246.0,2.1631944444444446,34.07,-117.75,1.462
2.3611,28.0,3.739622641509434,0.9622641509433962,1145.0,4.320754716981132,34.05,-118.02,1.67
6.4978,27.0,6.718328840970351,0.9582210242587601,1928.0,2.5983827493261455,38.02,-122.55,3.615
3.1696,18.0,5.1647727272727275,1.125,661.0,3.7556818181818183,38.65,-121.43,0.774
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784
3.1856,32.0,5.472081218274112,1.0507614213197969,555.0,2.817258883248731,37.68,-121.76,1.869
1.6277,48.0,3.676737160120846,1.1238670694864048,1281.0,1.9350453172205437,38.58,-121.48,1.406
2.5714,18.0,4.549492385786802,1.015228426395939,3873.0,4.91497461928934,33.67,-116.17,0.659
3.1979,36.0,4.543478260869565,1.0391304347826087,1165.0,5.065217391304348,33.93,-118.04,1.618
5.2853,31.0,5.169444444444444,1.1944444444444444,736.0,2.0444444444444443,34.15,-118.42,3.559
2.25,20.0,6.5,1.4513513513513514,1304.0,1.7621621621621621,33.69,-116.5,2.481
2.3482,26.0,20.33668341708543,3.527638190954774,571.0,2.869346733668342,37.34,-119.53,1.795
2.3438,26.0,4.54183266932271,1.095617529880478,669.0,1.3326693227091633,33.61,-117.71,0.723
3.475,11.0,5.549222797927461,1.0949913644214162,1975.0,3.4110535405872193,33.03,-116.9,1.672
7.333,23.0,7.811188811188811,0.9440559440559441,854.0,2.986013986013986,37.68,-121.88,3.372
2.8281,20.0,6.1,1.0825,1579.0,3.9475,36.31,-119.73,0.602
2.5261,22.0,2.5966735966735968,1.004158004158004,1106.0,2.2993762993762994,34.02,-118.48,3.75
1.5625,36.0,4.157534246575342,1.0616438356164384,483.0,3.308219178082192,36.74,-119.81,0.475
4.6583,30.0,5.2742759795570695,1.06984667802385,1676.0,2.8551959114139693,33.93,-118.15,2.073
4.0185,22.0,4.910979228486647,1.0207715133531157,1807.0,2.6810089020771515,33.83,-117.97,2.009
2.976,52.0,4.743589743589744,1.0293040293040292,578.0,2.1172161172161172,34.1,-118.36,4.051
5.6163,33.0,6.419148936170213,1.0510638297872341,1423.0,3.027659574468085,34.19,-118.64,2.484
8.9616,47.0,7.061371841155235,1.0,724.0,2.6137184115523464,34.04,-118.48,5.00001
2.4375,37.0,3.5495049504950495,0.9752475247524752,1667.0,4.126237623762377,34.19,-118.38,1.763
5.5584,23.0,6.967889908256881,1.084862385321101,1501.0,3.4426605504587156,33.63,-117.7,2.417
6.6355,19.0,7.210909090909091,1.029090909090909,1098.0,3.9927272727272727,33.75,-117.95,2.761
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,1.188
2.1062,26.0,3.6942148760330578,1.0764462809917354,2582.0,5.3347107438016526,34.26,-118.42,1.364
6.3842,17.0,7.933660933660934,0.995085995085995,1289.0,3.167076167076167,34.13,-117.66,3.071
2.625,23.0,4.728888888888889,0.9822222222222222,1047.0,2.3266666666666667,36.8,-119.72,0.715
4.5882,8.0,26.366197183098592,3.9577464788732395,203.0,2.859154929577465,39.35,-120.22,1.984
1.2,35.0,3.9877300613496933,1.0920245398773005,1216.0,3.7300613496932513,33.93,-118.3,0.992
7.8383,52.0,7.726351351351352,0.9966216216216216,829.0,2.800675675675676,34.17,-118.27,5.00001
10.0914,52.0,7.546391752577319,0.9621993127147767,668.0,2.29553264604811,37.79,-122.45,5.00001
4.7143,17.0,6.466666666666667,1.0646464646464646,1244.0,2.5131313131313133,38.46,-122.68,2.029
3.3469,30.0,3.2805989583333335,1.0182291666666667,2129.0,1.3860677083333333,37.58,-122.35,3.45
2.178,17.0,5.111301369863014,1.0445205479452055,1544.0,2.643835616438356,40.59,-124.14,0.768
8.05,22.0,7.069114470842333,1.0367170626349893,1151.0,2.485961123110151,38.59,-121.34,3.8
3.4219,35.0,5.6157407407407405,0.9791666666666666,982.0,2.2731481481481484,40.78,-124.14,0.928
3.0733,15.0,4.936117936117936,1.0442260442260443,2070.0,2.542997542997543,38.67,-121.3,1.198
1.2656,19.0,3.791907514450867,1.1560693641618498,248.0,1.4335260115606936,36.6,-121.89,5.0
9.5245,23.0,7.607187112763321,1.023543990086741,2036.0,2.522924411400248,32.82,-117.25,5.00001
1.7961,52.0,3.5789473684210527,1.2982456140350878,248.0,4.350877192982456,32.67,-117.11,0.475
10.1768,36.0,6.102836879432624,0.9361702127659575,710.0,2.517730496453901,32.96,-117.26,5.00001
4.3882,52.0,5.125964010282776,1.038560411311054,1014.0,2.6066838046272496,37.31,-121.89,2.236
2.197,30.0,5.104938271604938,1.021604938271605,1894.0,2.9228395061728394,36.8,-119.75,0.745
3.3594,22.0,5.623115577889447,1.1055276381909547,565.0,2.8391959798994977,37.92,-122.32,1.869
1.3903,26.0,4.5015772870662465,1.2176656151419558,974.0,3.0725552050473186,33.2,-117.38,1.844
6.4963,6.0,7.799038461538461,1.1100961538461538,6700.0,3.2211538461538463,34.24,-118.77,3.081
6.1628,31.0,6.993464052287582,1.0130718954248366,426.0,2.784313725490196,32.77,-117.08,2.192
4.0962,33.0,6.1308016877637135,1.0548523206751055,677.0,2.8565400843881856,38.25,-122.62,1.702
6.0116,34.0,5.740259740259741,0.9935064935064936,534.0,3.4675324675324677,37.36,-121.97,2.712
7.1978,18.0,7.34393063583815,1.0260115606936415,986.0,2.8497109826589595,37.95,-121.94,2.88
4.2667,46.0,5.256055363321799,1.0069204152249136,573.0,1.9826989619377162,37.75,-122.44,3.388
5.828,27.0,6.090909090909091,0.9963636363636363,785.0,2.8545454545454545,34.06,-118.16,3.011
2.1552,23.0,3.8126410835214446,1.0406320541760723,828.0,1.8690744920993227,37.7,-122.11,1.614
2.9213,52.0,4.837962962962963,1.1064814814814814,496.0,2.2962962962962963,37.78,-122.26,1.908
1.9946,52.0,4.475806451612903,1.086021505376344,815.0,2.1908602150537635,37.86,-122.29,1.569
3.1731,47.0,3.958904109589041,1.0342465753424657,1272.0,2.904109589041096,34.03,-118.32,1.215
6.0224,38.0,5.1,1.2,41.0,4.1,33.8,-117.89,1.875
4.1482,7.0,5.674956622325043,1.1069982648930017,5595.0,3.2359745517640253,33.92,-117.25,1.246
2.52,37.0,4.251623376623376,1.1071428571428572,1152.0,1.87012987012987,37.88,-122.27,2.778
2.7155,36.0,4.196774193548387,1.0290322580645161,2780.0,4.483870967741935,34.28,-118.45,1.498
2.3357,48.0,4.064935064935065,0.9902597402597403,673.0,2.185064935064935,37.67,-122.09,1.75
1.5066,50.0,4.545691906005222,1.1070496083550914,987.0,2.577023498694517,40.41,-120.64,0.593
3.75,42.0,4.747787610619469,0.9734513274336283,804.0,3.5575221238938055,34.21,-118.35,1.726
