MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
4.1812,52.0,5.701388888888889,0.9965277777777778,692.0,2.4027777777777777,33.73,-118.31,3.215
4.4474,25.0,6.342776203966006,1.0226628895184136,928.0,2.6288951841359776,38.03,-122.26,2.037
2.6591,24.0,5.244299674267101,1.0,748.0,2.436482084690554,40.57,-122.34,0.828
4.0062,12.0,5.693965517241379,1.1551724137931034,661.0,2.8491379310344827,39.22,-120.94,1.538
4.0965,23.0,4.596984924623116,1.4301507537688443,1624.0,1.6321608040201006,34.14,-118.32,5.00001
4.6591,29.0,5.635593220338983,1.2415254237288136,613.0,2.597457627118644,33.66,-117.99,3.531
3.0865,52.0,4.893854748603352,0.9497206703910615,426.0,2.3798882681564244,37.74,-121.43,1.198
2.1985,36.0,3.5403348554033487,1.1095890410958904,2635.0,4.010654490106545,33.8,-118.19,1.418
3.5606,30.0,4.851694915254237,1.1080508474576272,1272.0,2.694915254237288,32.84,-117.18,1.651
5.2551,13.0,6.071428571428571,0.9894179894179894,1284.0,3.3968253968253967,34.04,-117.67,1.943
2.3605,39.0,4.005012531328321,1.1478696741854637,1691.0,4.238095238095238,33.79,-118.21,1.418
4.0911,19.0,4.802098950524738,1.0614692653673163,1761.0,2.6401799100449774,33.88,-118.11,2.397
2.625,42.0,4.152777777777778,1.0208333333333333,312.0,2.1666666666666665,34.1,-118.25,1.643
5.155,31.0,5.03074433656958,1.0048543689320388,1472.0,2.381877022653722,37.63,-122.49,2.639
7.6245,21.0,6.663822525597269,0.9948805460750854,1528.0,2.6075085324232083,36.55,-121.7,3.366
4.9821,21.0,4.4875675675675675,1.1005405405405406,2054.0,2.2205405405405405,33.87,-118.38,2.929
8.5153,40.0,6.407265774378585,0.9254302103250478,1564.0,2.9904397705544934,34.07,-118.48,5.00001
3.6625,21.0,4.481996726677577,1.0433715220949265,3384.0,2.769230769230769,34.39,-118.52,2.281
3.662,8.0,6.619926199261992,1.018450184501845,690.0,2.5461254612546127,34.48,-117.27,1.653
3.4237,4.0,5.966887417218543,1.1715833835039133,5145.0,3.0975316074653825,33.81,-117.22,1.137
3.1115,46.0,5.167577413479052,1.0783242258652095,1453.0,2.6466302367941714,34.17,-118.11,2.346
4.4519,26.0,5.722397476340694,0.943217665615142,963.0,3.0378548895899056,38.61,-121.29,1.105
1.8109,29.0,3.805223068552775,1.192600652883569,2994.0,3.2578890097932534,33.79,-118.19,1.375
11.0567,5.0,9.636036036036035,1.1873873873873875,1862.0,3.354954954954955,33.6,-117.58,4.954
3.0625,42.0,4.826666666666667,0.9933333333333333,420.0,2.8,34.19,-118.31,3.617
3.6875,27.0,4.887550200803213,1.0742971887550201,1623.0,3.2590361445783134,34.11,-117.89,1.402
1.3287,43.0,4.036723163841808,1.0903954802259888,1412.0,3.9887005649717513,34.01,-118.25,1.072
4.3426,11.0,4.505763688760807,1.0172910662824208,1594.0,2.2968299711815563,33.92,-117.95,1.413
2.5,42.0,4.9772727272727275,1.1136363636363635,526.0,3.984848484848485,33.93,-118.25,1.102
2.8833,19.0,6.75,1.3486842105263157,424.0,2.789473684210526,39.31,-123.15,1.542
2.6,43.0,4.734883720930233,1.213953488372093,736.0,3.4232558139534883,34.12,-117.3,0.669
2.5313,36.0,6.261904761904762,1.7380952380952381,88.0,2.0952380952380953,38.15,-121.99,1.625
2.9926,25.0,4.634490238611714,1.0466377440347072,2946.0,3.195227765726681,33.74,-117.91,1.832
2.3077,41.0,3.3969849246231156,1.085427135678392,851.0,4.276381909547739,34.02,-118.17,1.406
2.9524,31.0,3.933793103448276,1.0206896551724138,3100.0,4.275862068965517,34.06,-118.1,1.788
5.1815,36.0,5.569506726457399,1.1771300448430493,792.0,1.7757847533632287,33.71,-118.14,5.00001
