MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
3.3456,37.0,4.514084507042254,0.9084507042253521,458.0,3.2253521126760565,36.67,-121.7,2.526
2.233,25.0,4.746987951807229,1.1325301204819278,155.0,1.8674698795180722,38.58,-121.22,0.55
5.305,5.0,5.562096195262025,1.1177315147164393,4768.0,3.4228284278535535,34.4,-118.52,3.112
8.3337,24.0,7.915,1.06,1081.0,2.7025,37.66,-121.93,5.00001
7.2118,13.0,6.524752475247524,1.0297029702970297,1137.0,2.8143564356435644,33.68,-117.79,3.115
4.25,49.0,5.652509652509653,1.166023166023166,636.0,2.4555984555984556,37.62,-122.41,2.841
3.8269,18.0,4.873362445414847,0.9606986899563319,1091.0,2.3820960698689957,36.87,-122.05,2.76
1.6033,44.0,4.951289398280802,1.0515759312320916,1042.0,2.98567335243553,38.64,-121.42,0.585
2.2,34.0,3.972972972972973,1.0304054054054055,1127.0,1.9037162162162162,38.62,-121.38,1.165
2.1765,10.0,4.312020460358056,1.0588235294117647,1000.0,2.557544757033248,32.61,-117.07,1.284
2.5809,32.0,5.479704797047971,0.992619926199262,867.0,3.199261992619926,36.7,-119.89,0.783
2.1964,30.0,3.0766233766233766,0.977922077922078,3259.0,4.232467532467532,33.98,-118.2,1.585
4.8854,17.0,6.74296205630355,1.0599755201958385,2748.0,3.3635250917992656,32.96,-116.99,1.813
2.6964,29.0,5.059171597633136,1.1775147928994083,785.0,4.644970414201183,34.05,-118.19,1.222
5.1354,26.0,6.924623115577889,1.0603015075376885,1166.0,2.92964824120603,32.63,-117.04,1.816
2.45,52.0,3.976271186440678,0.9627118644067797,814.0,2.759322033898305,34.02,-118.31,1.114
2.5556,24.0,4.864904552129222,1.1292217327459617,1631.0,2.395007342143906,38.66,-121.35,1.057
1.5085,17.0,4.051601423487544,1.0818505338078293,1607.0,2.8594306049822062,39.13,-121.56,0.697
2.9107,7.0,5.545454545454546,1.0984848484848484,431.0,3.265151515151515,34.06,-117.7,0.953
6.0,25.0,7.760598503740648,1.084788029925187,1098.0,2.7381546134663344,33.78,-118.05,3.535
4.9688,35.0,5.380597014925373,1.0298507462686568,795.0,2.966417910447761,34.25,-118.48,2.169
2.6875,31.0,5.657718120805369,0.9395973154362416,453.0,3.040268456375839,36.72,-119.67,1.538
1.8685,36.0,3.5824175824175826,1.1007326007326008,1672.0,3.062271062271062,34.04,-118.35,1.507
1.5227,35.0,3.036363636363636,1.0909090909090908,267.0,4.8545454545454545,34.0,-118.23,3.5
1.5071,28.0,3.481967213114754,1.0131147540983607,1058.0,3.4688524590163934,34.38,-119.86,3.167
5.3259,16.0,5.466666666666667,1.0888888888888888,886.0,3.2814814814814817,33.69,-117.99,2.164
4.5167,26.0,5.2593856655290105,0.9778156996587031,1590.0,2.7133105802047783,34.23,-118.5,3.19
3.0263,10.0,5.3125,1.0625,620.0,2.5833333333333335,37.32,-120.49,1.183
2.1458,22.0,3.0782608695652174,1.0521739130434782,530.0,4.608695652173913,36.72,-119.78,0.344
4.6447,34.0,5.32425068119891,0.9727520435967303,1130.0,3.0790190735694822,37.69,-122.47,3.045
2.2094,20.0,4.9384372533543806,1.0623520126282557,2795.0,2.205998421468035,36.8,-119.76,0.837
3.0859,13.0,4.497902097902098,1.06993006993007,1627.0,2.2755244755244757,37.95,-121.96,1.678
1.8208,19.0,5.426997245179064,1.18732782369146,1166.0,3.212121212121212,41.09,-123.72,0.5
3.7125,8.0,6.1395348837209305,1.0465116279069768,782.0,2.2732558139534884,39.23,-121.18,1.75
2.6,19.0,4.043557168784029,1.014519056261343,2845.0,5.163339382940109,37.33,-121.85,1.728
2.9514,47.0,3.933333333333333,1.0,569.0,2.917948717948718,33.79,-118.2,1.852
3.8654,27.0,5.500881834215168,1.1199294532627866,1887.0,3.328042328042328,33.88,-118.09,1.953
6.2715,16.0,6.835051546391752,0.9965635738831615,814.0,2.797250859106529,32.9,-117.09,2.551
2.5792,16.0,4.9147058823529415,1.0411764705882354,935.0,2.75,35.12,-120.61,1.638
1.3565,25.0,2.692857142857143,1.069047619047619,746.0,1.776190476190476,34.21,-118.49,2.25
6.8901,46.0,5.12639405204461,0.8884758364312267,688.0,2.557620817843866,34.01,-118.46,5.00001
3.6023,25.0,4.813953488372093,0.9534883720930233,87.0,2.0232558139534884,37.71,-121.02,1.313
2.1289,52.0,3.021172638436482,0.995114006514658,1715.0,2.7931596091205213,37.75,-122.42,2.5
7.0102,23.0,6.242382271468144,1.0401662049861495,2167.0,3.0013850415512464,37.33,-122.06,5.00001
4.5554,15.0,5.761172513214801,1.0499759730898606,6652.0,3.196540124939933,34.04,-117.9,2.783
5.0447,36.0,5.953020134228188,1.0033557046979866,784.0,2.6308724832214767,33.81,-118.12,2.492
4.4135,30.0,4.773913043478261,1.0565217391304347,1131.0,2.458695652173913,33.65,-117.9,2.723
3.5652,14.0,6.838983050847458,1.38135593220339,1000.0,2.824858757062147,39.32,-120.17,1.198
5.8899,16.0,6.787586206896552,1.016551724137931,2312.0,3.188965517241379,37.99,-122.27,2.432
4.5333,34.0,7.113564668769716,1.2681388012618298,857.0,2.7034700315457414,34.1,-118.75,3.773
4.5268,42.0,5.045112781954887,1.093984962406015,551.0,2.0714285714285716,37.89,-122.33,2.074
3.3699,22.0,23.39660056657224,3.991501416430595,845.0,2.3937677053824364,39.2,-120.22,2.44
2.6618,19.0,4.666666666666667,1.1421319796954315,2047.0,3.463620981387479,33.88,-118.28,1.797
2.76,26.0,5.520871143375681,1.08529945553539,1720.0,3.1215970961887476,34.01,-117.45,0.952
2.8062,27.0,5.06544502617801,1.2041884816753927,1456.0,3.81151832460733,34.09,-118.15,1.928
3.6953,13.0,4.388402625820569,1.0240700218818382,2064.0,2.2582056892778994,38.33,-122.71,1.576
3.4115,16.0,5.408719346049046,1.050408719346049,1202.0,1.6376021798365124,33.62,-117.64,1.848
2.5158,22.0,4.006151742993849,1.036226930963773,5436.0,3.715652768284347,37.64,-122.07,1.349
2.4814,20.0,5.389972144846797,1.011142061281337,1319.0,3.6740947075208914,36.58,-119.9,0.746
1.6705,12.0,3.1472081218274113,1.0888324873096447,1441.0,1.8286802030456852,33.69,-117.99,3.5
5.1377,34.0,6.113924050632911,0.9968354430379747,1053.0,3.3322784810126582,33.89,-118.0,2.133
6.2059,22.0,7.813008130081301,1.0914634146341464,1665.0,3.3841463414634148,34.28,-118.75,2.399
2.6375,19.0,3.4441717791411044,1.0834355828220859,1546.0,1.8969325153374232,33.92,-118.36,2.338
4.0938,5.0,6.28125,1.0658482142857142,9509.0,3.5375744047619047,33.92,-117.22,1.309
3.886,17.0,4.70197486535009,1.0879712746858168,1655.0,2.971274685816876,34.2,-118.93,2.813
2.7201,52.0,4.939338235294118,1.1029411764705883,1716.0,3.1544117647058822,34.17,-118.14,2.057
3.4643,42.0,4.763754045307444,1.0032362459546926,768.0,2.4854368932038833,37.69,-122.11,1.609
4.3333,15.0,11.024561403508772,2.168421052631579,725.0,2.543859649122807,38.76,-120.02,1.214
13.1499,7.0,8.802531645569621,1.0531645569620254,1216.0,3.078481012658228,37.81,-121.91,5.00001
3.1932,51.0,5.3509933774834435,1.2384105960264902,608.0,2.013245033112583,36.93,-122.0,4.0
3.0905,21.0,4.674634794156707,1.1035856573705178,1486.0,1.9734395750332006,36.98,-121.94,2.643
1.125,23.0,6.130434782608695,2.5652173913043477,47.0,2.0434782608695654,40.99,-123.35,0.66
8.4476,21.0,7.538310412573674,1.1355599214145382,1509.0,2.9646365422396856,34.04,-118.85,5.00001
1.3708,8.0,3.8895705521472395,1.030674846625767,1237.0,3.794478527607362,39.53,-122.23,1.25
3.75,27.0,4.13768115942029,1.1107660455486543,1901.0,1.9679089026915113,37.77,-122.28,2.428
4.45,37.0,5.659949622166247,1.0478589420654911,1237.0,3.115869017632242,37.99,-122.02,1.619
5.0463,52.0,5.793220338983051,1.0779661016949154,719.0,2.4372881355932203,37.86,-122.25,4.563
5.7457,24.0,6.732793522267206,1.0182186234817814,1616.0,3.2712550607287447,33.89,-117.85,2.406
3.0817,20.0,5.437037037037037,1.048148148148148,721.0,2.6703703703703705,37.25,-118.45,1.188
4.0388,17.0,4.877598152424942,1.1085450346420322,1893.0,4.371824480369515,33.51,-117.67,1.204
4.3438,33.0,6.180769230769231,1.0846153846153845,608.0,2.3384615384615386,34.15,-117.3,1.15
4.1213,35.0,5.239528795811518,1.031413612565445,2785.0,3.6452879581151834,34.1,-118.22,2.521
4.7393,23.0,4.960328317373461,1.0930232558139534,2321.0,3.1751025991792066,33.84,-118.29,2.379
2.9219,28.0,4.15347721822542,1.0431654676258992,1198.0,2.8729016786570742,34.2,-118.44,2.413
2.2222,17.0,3.86046511627907,1.0959302325581395,762.0,2.2151162790697674,33.65,-117.91,2.768
5.5083,52.0,6.659090909090909,1.196969696969697,607.0,2.2992424242424243,37.98,-122.54,3.719
4.0495,12.0,5.214780600461894,1.0531177829099307,1147.0,2.648960739030023,33.14,-117.13,1.539
2.5673,48.0,3.6839622641509435,1.0353773584905661,1469.0,3.464622641509434,37.35,-121.89,1.775
2.325,35.0,5.171428571428572,1.0615384615384615,1368.0,3.0065934065934066,35.42,-119.05,0.632
4.1862,14.0,4.074695121951219,1.0472560975609757,1192.0,1.8170731707317074,33.72,-118.05,1.889
5.1054,31.0,5.622844827586207,0.9331896551724138,1746.0,3.7629310344827585,37.67,-122.48,2.945
2.3438,42.0,3.7797783933518008,1.0041551246537397,3004.0,4.160664819944598,34.02,-118.15,1.543
4.0,36.0,5.101769911504425,0.9911504424778761,639.0,2.827433628318584,33.94,-118.32,1.92
2.473,44.0,5.298630136986302,1.0273972602739727,750.0,2.0547945205479454,34.17,-118.33,2.518
2.1071,15.0,6.721649484536083,1.5360824742268042,248.0,2.556701030927835,33.65,-116.9,0.938
